KODE_KL,NAMA_KL,KODE_KPKNL,NAMA_KPKNL,KODE_SATKER,NAMA_SATKER,KODE_SUB_SATKER,NAMA_SUB_SATKER,KELOMPOK,SUB_KELOMPOK,KODE_BARANG,NAMA_BARANG,NUP,NO_KIB,TANGGAL_PEROLEHAN,TGL_REKAM_PERTAMA,NILAI_PEROLEHAN_PERTAMA,NILAI_MUTASI,NILAI_PEROLEHAN,NILAI_PENYUSUTAN,NILAI_BUKU,KONDISI,MERK,KUANTITAS,JUMLAH_FOTO,JUMLAH_KIB,NO_DANA,TGL_DANA,DARI,ASL_PERLH,TGL_PERLH,NO_PSP,TGL_PSP,STATUS_PENGELOLAAN,THN_RAKIT,THN_BUAT,NEGARA,DAYA_ANGKUT,BOBOT,DAYA_MESIN,MESIN_PENGGERAK,JLH_MESIN,BHN_BAKAR,NO_MESIN,NO_RANGKA,NO_BPKB,NO_POLISI,TGL_BERLAKU_MULAI,TGL_BERLAKU_SD,NO_SIP,TGL_SIP,NIP_PEMAKAI,NAMA_PEMAKAI,NO_KTP_PEMAKAI,TEMPAT_LAHIR_PEMAKAI,TGL_LAHIR_PEMAKAI,GOL_PEMAKAI,JAB_PEMAKAI,JAB_FUNG_PEMAKAI,TMT_JAB_PEMAKAI,TGL_PENSIUN_PEMAKAI,STATUS_PENGGUNAAN,JENIS_PENGGUNA,KD_SATKER_PENGGUNA,UR_SATKER_PENGGUNA,ALAMAT_SATKER_PENGGUNA,TGL_TARIK
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN BERMOTOR PENUMPANG,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),2,2,2015-09-01,2015-09-28,392290000,0,392290000,336248571,56041429,Baik,Honda CRV,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,101 (Pembelian),APBN,2015-09-01,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,,2015.0,JEPANG,4,,01997,,1.0,BENSIN,99c060262fc882f90be555eb818ba8c0c476bba921f0689968bb11dd4f0708ba,ae30c5c0308e9de439a38c2d1e4bed2fa5618e46b3f7864ab679b2ee775e8eb8,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,7c072e908afa78d2f15847071661a1d3b4b866a05781681ca210726ed0a376f1,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk operasional,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN BERMOTOR BERODA DUA,3020104001,Sepeda Motor,8,8,2015-07-28,2015-09-23,23350000,0,23350000,20014285,3335715,Baik,Yamaha New Vixion Advance 2015,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,101 (Pembelian),APBNP 2015,2015-07-28,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,Indo,2015.0,Jepang,2 ORANG,,150 CC,MESIN,1.0,BENSIN,3c1c538c1365f56ff00191b17dc970d5fa8a8699c25d52689af18c1b743b283d,0dcd08f94066afbc6b2fb3c55c50c801d5b033453134cc9894210452094da874,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,cbaf624d469e5de0b200e9959bc769cea29799a4a8d02fe79285f3cb416e396e,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk operasional,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN BERMOTOR BERODA DUA,3020104001,Sepeda Motor,3,3,2015-07-28,2015-09-23,14800000,0,14800000,12685714,2114286,Baik,Yamaha All New Soul GT 125,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,101 (Pembelian),APBNP 2015,2015-07-28,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,Indo,2015.0,Jepang,2 org,,125 CC,MESIN,1.0,BENSIN,16b868c249a76a010033296cec72405cf43c6dda66b489f0d26789cf6a3bb56f,e85eed3965b553ae1b628d1baaf62816e710f6b8cbe285d0c7c4c268f413c43e,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,843e75681c06d7577ed390746daffaeda84fed1d23b7ea9a96fc9821d3149321,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk operasional,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN BERMOTOR PENUMPANG,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),6,6,2015-09-01,2015-09-28,392290000,0,392290000,336248571,56041429,Baik,Honda CRV,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,101 (Pembelian),APBN,2015-09-01,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,,2015.0,JEPANG,4,,01997,,1.0,BENSIN,d4b64d2bd43fccea4ac65d2139a31514c7736ffafdb180dd07fbd3da1e7f25a8,790d8d92d0cb46c5b9e3b5d423eb7b80f9ab59984a664a201e32f7fdf6e3e5af,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,75ec2183f5724fc4d9feab605d4c09692aedee3b9427afd7ec7b962fd868b246,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk operasional,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN BERMOTOR PENUMPANG,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),4,4,2015-09-01,2015-09-28,392290000,0,392290000,336248571,56041429,Baik,Honda CRV,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,101 (Pembelian),APBN,2015-09-01,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,,2015.0,JEPANG,4,,01997,,1.0,BENSIN,619354ecd6767b8fe7d4492aa3adf3dd0281c21112ff9d8b25f314fa17c4b890,8fea33cb5f0553c366928246ff62cd92dd06f3b14b573face5eb13d4030547d0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,931ebfb62ed63f27f8248e49452db061e5c1ea643f8a63c9c1f8c4bb46935435,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk operasional,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN DINAS BERMOTOR PERORANGAN,3020101001,Sedan,14,14,2015-07-28,2018-02-15,409830000,0,409830000,351282857,58547143,Baik,TOYOTA COROLA ALTIS 1.8V AT,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,102 (Transfer Masuk),APBN 2015,2015-07-28,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,2015,2015.0,Jepang,,,,,0.0,Bensin,052ae992ca1d769e69a9386cd591fc8e599c105535bec3ab766d6ef09ed03c07,51b3b68d901a9ccc4e040e1fe592f3a6f85eb5ea0bfca6787b79d4f54f8c25f6,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,b4b486977bb9b7a53f69690874643738c79390ddef52a844ae421a55af753f84,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk dinas jabatan,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN BERMOTOR PENUMPANG,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),25,25,2015-09-01,2015-09-28,209950000,0,209950000,179957143,29992857,Baik,Honda Mobilio,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,101 (Pembelian),APBN,2015-09-01,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,,2015.0,JEPANG,4,,01496,,1.0,BENSIN,0b9e5a71251af55a2817ebbd04cbab40f3cfbc04ad6cd6353de5f6723be8d229,5190a21b4b47194ac79d965d0c91e3e9c6db3d3473d2b04213d1b31c2244afd3,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,743189c38bc61e93d0f76e9f4ad0473316a1ed66a370f7230e0259d2738ecc82,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk operasional,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN BERMOTOR PENUMPANG,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),26,26,2015-09-01,2015-09-28,189110000,0,189110000,162094285,27015715,Baik,TOYOTA AVANZA VELOZ,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,101 (Pembelian),APBN,2015-09-01,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,,2015.0,JEPANG,4,,01495,,1.0,BENSIN,0e7f10c1ab3f9a4c1ed0f437a481437e763ecf395488e7175f7f4f23083962d8,b6ad764b5b39fc843eb5c26875588bc167eaa5d99d75dd653356603c668de9f8,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,1ea34ab7e90f85af5d554c6781fcf1564b609cc4033390cd70ebe5f8aba236d7,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk operasional,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN BERMOTOR PENUMPANG,3020102003,Mini Bus ( Penumpang 14 Orang Kebawah ),32,32,2015-09-01,2015-09-28,229860000,0,229860000,197022857,32837143,Baik,TOYOTA NEW RUSH,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,101 (Pembelian),APBN,2015-09-01,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,,2015.0,JEPANG,4,,01495,,1.0,BENSIN,08594d9d3a8ccd9078690d8978fdceb27cfd964e0d52bd102b5381d2658420d1,214f9f879b91aa136561f087cc4ed8d5e5502f0b688e6ea45b82dbce3683d5a8,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,f3f0a91073e2887d45e042d2f4c9b637cab8e613d45999e06421eacd0d0d2763,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk operasional,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,83c7b7f65e6b54b0ff62a67caa6c71fe020a56acd802a0d370fc8cafa7b32a31,b6763d65a33e99d44d3aa8a8344e6129f7643b7ce873c0fc45e64d81e088b2b5,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,62cbe4956c690657290e4f9f05cee2dcae1fa946450ac981abb730a74dd65229,503ea2a6786e19716eef6f959a01c1c56f17390d34c3db7a288dae2ba59549df,ALAT ANGKUTAN DARAT BERMOTOR,KENDARAAN BERMOTOR BERODA DUA,3020104001,Sepeda Motor,12,12,2015-09-01,2018-02-15,16557500,0,16557500,14192143,2365357,Baik,Honda,1,1,0.0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,,102 (Transfer Masuk),APBN 2015,2015-09-01,ba8da7c8dda07f2a2816ff1321b59b63064288a6fc595753ba1a8ce7e24a6b2a,2019-09-17,,,,,,,,,,,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,c1d5c63888a645e0f4463bda7f904df8c80340988919aa1d008dea235be24473,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,Digunakan sendiri untuk operasional,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,N
